Question,Document,Label
"what is the name of mountains along california	UNESCO has included the `` California Coast Ranges Biosphere Reserve `` in its Man and the Biosphere Programme of World Network of Biosphere Reserves since 1983 .	0",,
"when was the first automobile	Vehicles in use per country from 2001 to 2007 .	0",,
"when was the first automobile	It shows the significant growth in BRIC .	0",,
"when was the first automobile	World map of passenger cars per 1000 people	0",,
"when was the first automobile	The term motorcar has also been used in the context of electrified rail systems to denote a car which functions as a small locomotive but also provides space for passengers and baggage .	0",,
"when was the first automobile	These locomotive cars were often used on suburban routes by both interurban and intercity railroad systems .	0",,
"When was John F. Kennedy born and when was he assassinated	Kennedy defeated Vice President and Republican candidate Richard Nixon in the 1960 U.S. presidential election .	0",,
"When was John F. Kennedy born and when was he assassinated	The Kennedy administration adopted the policy of the Strategic Hamlet Program which was implemented by the South Vietnamese government .	0",,
"When was John F. Kennedy born and when was he assassinated	The FBI and the Warren Commission officially concluded that Oswald was the lone assassin .	0",,
"When was John F. Kennedy born and when was he assassinated	Kennedy 's controversial Department of Defense TFX fighter bomber program led to a Congressional investigation that lasted from 1963 to 1970 .	0",,
"When was John F. Kennedy born and when was he assassinated	Since the 1960s information concerning Kennedy 's private life has come to light .	0",,
"When was John F. Kennedy born and when was he assassinated	Kennedy ranks highly in public opinion ratings of U.S. presidents .	0",,
"what is slc fire alarm	A Vigilant VM-1 fire alarm control unit ( FACU ) / autonomous control unit ( ACU ) with integrated voice evacuation and fire fighter telephone system .	0",,
"what was the first video to air on mtv	MTV 's first day on the air was rebroadcast on VH1 Classic in 2006 and uploaded onto YouTube in 2010 ( although only the first four hours were authentic ; the rest were edited VH1 rebroadcasts ) .	0",,
"when was Bandaranaike Airport built	Mattala Rajapaksa International Airport located in southern city of Hambantota is the other international airport in Sri Lanka .	0",,
"when was Bandaranaike Airport built	It is administered by Airport and Aviation Services ( Sri Lanka ) Ltd .	0",,
"what is black swan about	The plot revolves around a production of Tchaikovsky 's Swan Lake ballet by a prestigious New York City company .	0",,
"what is black swan about	Aronofsky cites Fyodor Dostoyevsky 's `` The Double `` as another inspiration for the film .	0",,
"what is the internal pressure of a bomb calorimeter	These experiments mark the foundation of thermochemistry .	0",,
"what is the internal pressure of a bomb calorimeter	A simple calorimeter just consists of a thermometer attached to a metal container full of water suspended above a combustion chamber .	0",,
"what is the internal pressure of a bomb calorimeter	Multiplying the temperature change by the mass and specific heat capacities of the substances gives a value for the energy given off or absorbed during the reaction .	0",,
"what is the internal pressure of a bomb calorimeter	Dividing the energy change by how many moles of A were present gives its enthalpy change of reaction .	0",,
"what is the internal pressure of a bomb calorimeter	This method is used primarily in academic teaching as it describes the theory of calorimetry .	0",,
"what is the internal pressure of a bomb calorimeter	It does not account for the heat loss through the container or the heat capacity of the thermometer and container itself .	0",,
"where are flip flops made at	A pair of green flip-flops	0",,
"where are flip flops made at	They consist of a flat sole held loosely on the foot by a Y-shaped strap that passes between the first and second toes and around either side of the foot .	0",,
"where are flip flops made at	They may also be held to the foot with a single strap over the front of the foot rather than a thong .	0",,
"where are flip flops made at	The name `` flip-flop '' originated because of the sound that is made by slapping between the sole of the foot and the floor when walking .	0",,
"where are flip flops made at	This can lead to flat feet and tendonitis .	0",,
"what is general average sacrifice	The law of general average is a legal principle of maritime law according to which all parties in a sea venture proportionally share any losses resulting from a voluntary sacrifice of part of the ship or cargo to save the whole in an emergency .	0",,
"what is general average sacrifice	The first codification of general average was the York Antwerp Rules of 1890 .	0",,
"what is general average sacrifice	American companies accepted it in 1949 .	0",,
"what is general average sacrifice	General average requires three elements which are clearly stated by Mr. Justice Grier in Barnard v. Adams:	0",,
"what is general average sacrifice	`` 1st .	0",,
"what is general average sacrifice	`` 3rd .	0",,
"what is general average sacrifice	This attempt to avoid the imminent common peril must be successful '' .	0",,
"when was mumpsvax administered in 1960	Example Polish call for vaccination against Diphtheria and Tetanus .	0",,
"when was mumpsvax administered in 1960	Vaccine schedules are developed by governmental agencies or physicians groups to achieve maximum effectiveness using required and recommended vaccines for a locality while minimizing the number of health care system interactions .	0",,
"when was mumpsvax administered in 1960	Sample vaccinations schedules discussed by the World Health Organization show a developed country using a schedule which extends over the first five years of a child 's life and uses vaccines which cost over $ 700 including administration costs while a developing country uses a schedule providing vaccines in the first 9 months of life and costing only $ 25 .	0",,
